Time,Ax,Ay,Az,Gx,Gy,Gz,LAT,LNG,ALT
573545,0.0791015625,-0.2374267578,1.2700195312,94.9096679688,3.41796875,86.3037109375,53.107131958,8.8697872162,-16.7000007629
573953,0.037109375,0.1087646484,0.8784179688,-13.3056640625,-10.6811523438,-94.7265625,53.1070899963,8.8697528839,-17.1000003815
574544,0.0002441406,-0.0734863281,1.1910400391,-1.708984375,-10.0708007812,11.6577148438,53.1070899963,8.8697528839,-17.1000003815
574937,0.0849609375,0.0236816406,0.9040527344,-0.244140625,-34.912109375,-5.5541992188,53.1070480347,8.8697156906,-17.2000007629
575544,0.0102539062,-0.1352539062,1.1831054688,22.5219726562,-13.4887695312,-32.470703125,53.1070480347,8.8697156906,-17.2000007629
575951,0.0925292969,0.0380859375,0.7165527344,-45.2880859375,-19.53125,-26.1840820312,53.1070022583,8.8696737289,-17.6000003815
576544,-0.0783691406,-0.1258544922,1.00390625,0,-8.1176757812,-57.861328125,53.1070022583,8.8696737289,-17.6000003815
576937,-0.2111816406,0.1051025391,0.8724365234,-6.2866210938,-9.9487304688,7.5073242188,53.1069526672,8.8696250916,-17.7999992371
577546,0.1511230469,-0.0943603516,0.9610595703,-23.193359375,-8.7890625,-52.3071289062,53.1069526672,8.8696250916,-17.7999992371
577954,-0.1236572266,-0.0660400391,0.9180908203,1.6479492188,-2.3803710938,69.0307617188,53.1069068909,8.8695802689,-17.7999992371
578542,0.0584716797,0.0479736328,0.900390625,-26.7333984375,-12.0849609375,-34.1186523438,53.1069068909,8.8695802689,-17.7999992371
578939,-0.0385742188,-0.1746826172,0.8447265625,45.2880859375,4.6997070312,46.3256835938,53.1068572998,8.8695516586,-17.7000007629
579546,0.0120849609,-0.0440673828,0.9671630859,-59.814453125,-26.7333984375,5.126953125,53.1068572998,8.8695516586,-17.7000007629
579939,0.1248779297,-0.103515625,1.0557861328,109.1918945312,-34.7900390625,70.3735351562,53.1068153381,8.869515419,-18.2000007629
580548,0.1195068359,-0.1031494141,1.2062988281,1.8920898438,-1.8310546875,-8.1176757812,53.1068153381,8.869515419,-18.2000007629
580941,-0.0825195312,0.1036376953,0.9071044922,-9.8876953125,-22.8271484375,-54.0161132812,53.1067771912,8.869474411,-18.6000003815
581546,-0.19921875,-0.0090332031,0.8663330078,14.404296875,-5.3100585938,70.8618164062,53.1067771912,8.869474411,-18.6000003815
581939,-0.1099853516,-0.2679443359,0.9609375,39.0014648438,-3.1127929688,11.1083984375,53.1067276001,8.8694314957,-19.3999996185
582546,0.0987548828,-0.0268554688,1.1052246094,48.4619140625,-10.498046875,60.6689453125,53.1067276001,8.8694314957,-19.3999996185
582954,-0.2371826172,-0.0694580078,0.5910644531,-30.7006835938,2.3193359375,-54.1381835938,53.1066856384,8.8693943024,-20.2000007629
583545,0.0296630859,-0.1219482422,1.0900878906,73.4252929688,-10.1318359375,46.0205078125,53.1066856384,8.8693943024,-20.2000007629
583953,0.0123291016,0.1579589844,1.0089111328,-60.546875,-32.2265625,7.9345703125,53.1066398621,8.8693523407,-20.6000003815
584547,0.0378417969,-0.0572509766,0.8253173828,-13.671875,-0.7934570312,-119.7509765625,53.1066398621,8.8693523407,-20.6000003815
584955,-0.0500488281,0.0526123047,0.8040771484,-56.0302734375,-13.9770507812,5.2490234375,53.1065979004,8.869304657,-20.7999992371
585543,-0.0673828125,-0.0379638672,0.7703857422,-11.6577148438,-16.7236328125,-57.861328125,53.1065979004,8.869304657,-20.7999992371
585937,0.2987060547,-0.1287841797,0.97265625,-12.5122070312,-5.2490234375,-13.4887695312,53.106552124,8.869260788,-21.1000003815
586547,-0.2878417969,-0.0860595703,0.8350830078,-8.6669921875,-24.0478515625,9.8266601562,53.106552124,8.869260788,-21.1000003815
586941,0.0482177734,-0.0849609375,1.001953125,17.9443359375,-12.6953125,15.6860351562,53.1065101624,8.8692111969,-21.5
587547,-0.388671875,0.0700683594,0.8389892578,17.9443359375,-31.6772460938,-75.3173828125,53.1065101624,8.8692111969,-21.5
587940,-0.3266601562,0.1928710938,0.7459716797,7.4462890625,-22.0336914062,-38.4521484375,53.106464386,8.8691682816,-21.7999992371
588547,0.1040039062,-0.0861816406,1.1010742188,-8.9721679688,-15.4418945312,-61.03515625,53.106464386,8.8691682816,-21.7999992371
588940,0.00390625,-0.0377197266,0.916015625,23.1323242188,-15.625,-0.7934570312,53.1064186096,8.8691291809,-22.3999996185
589547,-0.0042724609,-0.1534423828,0.9072265625,-72.998046875,-28.0151367188,-97.412109375,53.1064186096,8.8691291809,-22.3999996185
590007,0.1612548828,0.0090332031,0.9682617188,-9.3994140625,-3.6010742188,118.4692382812,53.1063766479,8.8690872192,-22.8999996185
590547,0.1169433594,0.1594238281,0.9620361328,-86.181640625,1.3427734375,-32.3486328125,53.1063766479,8.8690872192,-22.8999996185
590940,0.0831298828,0.0447998047,1.0072021484,89.9658203125,6.7749023438,117.6147460938,53.1063346863,8.8690471649,-23.3999996185
591547,-0.0748291016,0.0257568359,0.8768310547,-45.654296875,-11.3525390625,-66.40625,53.1063346863,8.8690471649,-23.3999996185
591955,0.0627441406,0.1363525391,0.8822021484,26.1840820312,-3.7841796875,33.8745117188,53.1062850952,8.8690061569,-23.7999992371
592547,0.1666259766,0.2579345703,0.9385986328,-44.3725585938,-17.6391601562,-23.3764648438,53.1062850952,8.8690061569,-23.7999992371
592940,0.2327880859,-0.2093505859,1.0833740234,78.0639648438,10.3759765625,84.0454101562,53.1062507629,8.8689670563,-23.8999996185
593547,0.2321777344,-0.0296630859,0.9739990234,-25.0854492188,-6.8359375,66.3452148438,53.1062507629,8.8689670563,-23.8999996185
593940,-0.0042724609,-0.1334228516,0.8322753906,86.3647460938,-21.484375,47.6684570312,53.1062164307,8.8689250946,-24.1000003815
594548,0.0764160156,-0.0632324219,1.1861572266,-1.8920898438,6.103515625,-23.0102539062,53.1062164307,8.8689250946,-24.1000003815
594941,-0.1335449219,-0.0023193359,0.5219726562,16.2963867188,-23.9868164062,-34.5458984375,53.1061820984,8.8689041138,-23.6000003815
595546,-0.2198486328,0.0048828125,0.8375244141,-15.9301757812,-26.85546875,15.9301757812,53.1061820984,8.8689041138,-23.6000003815
595940,0.0892333984,-0.0721435547,1.0235595703,44.3725585938,-14.2211914062,49.6826171875,53.106136322,8.8688468933,-23.6000003815
596545,-0.0689697266,0.0622558594,0.9815673828,-20.1416015625,-11.7797851562,54.5043945312,53.106136322,8.8688468933,-23.6000003815
596939,0.0865478516,0.0076904297,0.9456787109,57.9833984375,-9.765625,20.263671875,53.1060905457,8.8688020706,-23.7000007629
597544,-0.0255126953,0.01171875,0.9454345703,6.8359375,-13.8549804688,-13.427734375,53.1060905457,8.8688020706,-23.7000007629
597940,0.1512451172,-0.1595458984,1.1193847656,56.396484375,-7.9345703125,7.6293945312,53.1060562134,8.868771553,-23.6000003815
598546,-0.0852050781,-0.0250244141,0.88671875,-43.5791015625,-29.8461914062,-53.6499023438,53.1060562134,8.868771553,-23.6000003815
598954,0.0369873047,-0.0408935547,1.0786132812,-5.1879882812,-1.5869140625,18.3715820312,53.1060218811,8.8687152863,-24.1000003815
599549,-0.2093505859,-0.0344238281,0.7318115234,26.4282226562,-31.4331054688,111.572265625,53.1060218811,8.8687152863,-24.1000003815
599942,0.1539306641,-0.2873535156,1.0257568359,48.2788085938,-29.78515625,-20.6909179688,53.1059875488,8.8686733246,-23.7999992371
600551,0.0876464844,-0.03125,1.1157226562,-16.0522460938,-25.146484375,50.9643554688,53.1059875488,8.8686733246,-23.7999992371
600958,0.1446533203,-0.1390380859,1.1512451172,50.9033203125,-4.638671875,7.080078125,53.1059341431,8.8686199188,-24.2000007629
601547,-0.0363769531,-0.0249023438,0.8377685547,15.0146484375,-14.2822265625,70.3125,53.1059341431,8.8686199188,-24.2000007629
601940,-0.1760253906,-0.0872802734,0.81640625,26.5502929688,-23.0712890625,-42.1752929688,53.105884552,8.8685760498,-24.5
602546,0.1068115234,-0.0147705078,1.0712890625,22.705078125,-2.8686523438,34.7900390625,53.105884552,8.8685760498,-24.5
602939,-0.0881347656,-0.0604248047,0.9659423828,-5.5541992188,-18.798828125,-26.85546875,53.1058387756,8.8685312271,-24.6000003815
603547,0.2678222656,-0.0725097656,1.2124023438,66.1010742188,1.2817382812,75.439453125,53.1058387756,8.8685312271,-24.6000003815
603940,-0.1781005859,-0.1318359375,1.0441894531,18.4326171875,-11.474609375,-47.9125976562,53.1057891846,8.8684883118,-24.6000003815
604552,-0.0288085938,0.0068359375,1.0291748047,-2.5024414062,-5.7983398438,28.6254882812,53.1057891846,8.8684883118,-24.6000003815
604945,-0.2423095703,-0.0933837891,0.9190673828,-15.3198242188,-12.7563476562,11.6577148438,53.1057395935,8.8684425354,-25.1000003815
605549,0.2117919922,-0.0128173828,1.1433105469,43.9453125,-4.638671875,85.1440429688,53.1057395935,8.8684425354,-25.1000003815
605957,-0.201171875,-0.1219482422,0.8961181641,61.0961914062,-24.169921875,7.6904296875,53.1056976318,8.8684005737,-25.2999992371
606549,0.1652832031,0.1296386719,1.0329589844,-5.9814453125,-20.751953125,-20.8129882812,53.1056976318,8.8684005737,-25.2999992371
606942,-0.2668457031,-0.0679931641,0.9027099609,-12.2680664062,-8.3618164062,-2.9296875,53.1056518555,8.8683624268,-25.6000003815
607544,0.1732177734,-0.0897216797,1.0548095703,46.142578125,-2.8686523438,90.6372070312,53.1056518555,8.8683624268,-25.6000003815
607951,0.0648193359,-0.0667724609,1.0209960938,45.7153320312,6.2255859375,-38.4521484375,53.1056213379,8.8683385849,-25.2999992371
608546,0.0502929688,-0.0158691406,1.0167236328,-8.9111328125,-10.009765625,26.1840820312,53.1056213379,8.8683385849,-25.2999992371
608940,-0.111328125,-0.1314697266,0.9893798828,3.2958984375,-5.7983398438,-35.9497070312,53.1055793762,8.8683013916,-25.3999996185
609546,0.1652832031,-0.0500488281,0.974609375,32.71484375,-3.3569335938,81.7260742188,53.1055793762,8.8683013916,-25.3999996185
609939,0.0190429688,-0.1800537109,1.2409667969,-13.3666992188,-4.2114257812,-22.705078125,53.1055374146,8.8682727814,-26.2999992371
610547,0.248046875,-0.0053710938,1.0968017578,71.4721679688,14.404296875,46.2036132812,53.1055374146,8.8682727814,-26.2999992371
610940,-0.0047607422,-0.1101074219,1.0236816406,23.1323242188,-1.0986328125,-73.3642578125,53.1054916382,8.8682289124,-26.3999996185
611544,0.3181152344,0.078125,1.2553710938,-15.625,-30.8227539062,-6.5307617188,53.1054916382,8.8682289124,-26.3999996185
612016,0.1560058594,-0.0439453125,0.9138183594,-96.19140625,-17.7612304688,-46.6918945312,53.1054496765,8.8681898117,-26.2999992371
612547,-0.0786132812,-0.1663818359,0.8063964844,116.455078125,-7.2021484375,138.0615234375,53.1054496765,8.8681898117,-26.2999992371
612954,0.0661621094,0.0201416016,1.0447998047,15.9912109375,5.859375,-101.1962890625,53.1054077148,8.8681488037,-26
613546,0.1948242188,0.166015625,0.9606933594,30.2734375,-6.8969726562,-8.2397460938,53.1054077148,8.8681488037,-26
613939,0.1182861328,-0.3264160156,1.259765625,-43.9453125,0.6103515625,-68.7866210938,53.1053657532,8.868106842,-26
614546,0.1223144531,-0.1302490234,1.0262451172,69.7021484375,-6.0424804688,31.0668945312,53.1053657532,8.868106842,-26
614953,-0.1033935547,-0.0083007812,0.9794921875,-86.42578125,-2.8076171875,-109.4360351562,53.1053199768,8.868060112,-26.3999996185
615544,-0.0559082031,-0.1136474609,0.8916015625,69.82421875,0.1220703125,54.7485351562,53.1053199768,8.868060112,-26.3999996185
615937,-0.0385742188,0.1661376953,0.935546875,-87.890625,-9.3994140625,-63.3544921875,53.1052780151,8.8680105209,-26.5
616547,0.05859375,-0.1169433594,0.9605712891,82.4584960938,-4.638671875,6.4086914062,53.1052780151,8.8680105209,-26.5
616954,-0.0456542969,0.1135253906,0.8194580078,-106.201171875,-21.240234375,-83.1909179688,53.1052360535,8.8679704666,-26.8999996185
617544,0.2720947266,-0.0639648438,1.1553955078,74.21875,8.9111328125,62.5,53.1052360535,8.8679704666,-26.8999996185
617937,0.125,0.1345214844,0.9938964844,-61.03515625,-11.0473632812,-80.2612304688,53.1051864624,8.8679227829,-26.8999996185
618548,0.1749267578,-0.1939697266,1.0289306641,74.1577148438,6.5307617188,53.7719726562,53.1051864624,8.8679227829,-26.8999996185
618941,0.1357421875,0.1380615234,0.7803955078,-50.3540039062,-8.6059570312,-57.9833984375,53.105140686,8.8678855896,-27.2999992371
619545,0.0864257812,-0.1176757812,0.8294677734,10.25390625,-19.53125,20.2026367188,53.105140686,8.8678855896,-27.2999992371
619938,0.0561523438,0.0969238281,0.8804931641,-34.4848632812,-4.4555664062,4.5166015625,53.1050949097,8.8678436279,-27.3999996185
620547,-0.2303466797,-0.0083007812,0.8306884766,42.96875,-16.845703125,26.611328125,53.1050949097,8.8678436279,-27.3999996185
620940,-0.1198730469,0.1374511719,0.9864501953,-33.3251953125,-25.0854492188,-49.1333007812,53.105052948,8.8678102493,-27.2999992371
621545,-0.0093994141,-0.1734619141,0.8636474609,38.4521484375,-21.8505859375,-41.5649414062,53.105052948,8.8678102493,-27.2999992371
621953,0.0522460938,0.1274414062,0.9138183594,-63.3544921875,-10.1318359375,-39.3676757812,53.1050109863,8.8677759171,-27.5
622547,0.1468505859,-0.0640869141,0.9516601562,28.1372070312,-8.3618164062,-30.5786132812,53.1050109863,8.8677759171,-27.5
622940,0.1351318359,0.1971435547,0.8317871094,-23.2543945312,3.7231445312,-5.1879882812,53.1049728394,8.8677473068,-28
623546,-0.2576904297,0.0537109375,0.6749267578,16.2353515625,-12.2680664062,-81.2377929688,53.1049728394,8.8677473068,-28
623954,0.0662841797,0.0737304688,1.0140380859,-41.1987304688,-14.7094726562,26.3061523438,53.1049385071,8.8677186966,-27.8999996185
624545,-0.0596923828,-0.1170654297,0.9105224609,33.2641601562,-10.8642578125,-16.6015625,53.1049385071,8.8677186966,-27.8999996185
624938,0.2202148438,0.1743164062,0.8262939453,-64.1479492188,-12.6342773438,-12.0239257812,53.1048965454,8.8676738739,-27.5
625545,-0.0698242188,-0.0485839844,0.9385986328,65.91796875,-23.3764648438,-30.2124023438,53.1048965454,8.8676738739,-27.5
625938,0.2510986328,0.0344238281,1.0284423828,-31.6772460938,-7.568359375,-35.8276367188,53.104850769,8.8676176071,-27.6000003815
626547,0.0255126953,-0.0036621094,0.939453125,-9.2163085938,-20.4467773438,-3.7231445312,53.104850769,8.8676176071,-27.6000003815
626942,0.2044677734,0.1036376953,1.0484619141,-11.5966796875,-8.4838867188,34.7900390625,53.1048088074,8.8675632477,-27.8999996185
627547,0.0083007812,-0.1263427734,0.9660644531,46.3256835938,-12.0849609375,-1.708984375,53.1048088074,8.8675632477,-27.8999996185
627940,0.1611328125,0.091796875,1.0523681641,-61.03515625,-1.5869140625,-62.8051757812,53.104763031,8.8675098419,-28
628547,0.0095214844,-0.0289306641,1.0192871094,11.5966796875,-11.2915039062,-4.5166015625,53.104763031,8.8675098419,-28
628955,-0.0172119141,0.0490722656,0.9581298828,-49.9267578125,-21.3623046875,5.859375,53.1047210693,8.8674592972,-28.5
629547,0.2504882812,-0.1826171875,1.1624755859,42.0532226562,4.4555664062,19.9584960938,53.1047210693,8.8674592972,-28.5
629940,0.4155273438,-0.0067138672,1.1315917969,-66.4672851562,27.4658203125,-1.2817382812,53.1046791077,8.8674173355,-28.7999992371
630550,-0.2000732422,0.0349121094,0.8674316406,71.5942382812,-46.0205078125,-20.263671875,53.1046791077,8.8674173355,-28.7999992371
630957,0.0484619141,0.1870117188,0.9602050781,-60.6079101562,-27.0385742188,-23.681640625,53.1046409607,8.867389679,-28.8999996185
631547,0.0270996094,-0.0943603516,1.021484375,60.8520507812,-8.9111328125,20.6298828125,53.1046409607,8.867389679,-28.8999996185
631940,-0.1986083984,0.0670166016,0.7225341797,-70.1904296875,-34.66796875,-97.65625,53.1045913696,8.8673591614,-28.6000003815
632547,-0.0301513672,-0.1789550781,0.8797607422,89.35546875,-42.1142578125,18.1884765625,53.1045913696,8.8673591614,-28.6000003815
632955,-0.0998535156,0.142578125,0.8115234375,-122.9248046875,-24.8413085938,-101.1352539062,53.1045570374,8.8673152924,-28.6000003815
633546,0.0456542969,-0.1296386719,0.8990478516,68.359375,-18.9208984375,96.6186523438,53.1045570374,8.8673152924,-28.6000003815
633939,0.0531005859,0.0920410156,0.9984130859,-39.2456054688,-5.1879882812,-67.5659179688,53.1045188904,8.8672714233,-28.6000003815
634545,0.1164550781,-0.0041503906,0.7585449219,32.0434570312,-21.5454101562,5.4321289062,53.1045188904,8.8672714233,-28.6000003815
634939,-0.1108398438,0.0998535156,0.8532714844,-115.7836914062,-27.83203125,-15.9301757812,53.1044769287,8.8672237396,-28.7000007629
635545,-0.0932617188,-0.0546875,0.8642578125,25.2685546875,3.662109375,-57.6171875,53.1044769287,8.8672237396,-28.7000007629
635938,0.4296875,0.0452880859,1.1685791016,-55.2978515625,4.7607421875,23.8647460938,53.104434967,8.8671703339,-28.8999996185
636547,0.1845703125,-0.0653076172,1.1385498047,98.2055664062,7.4462890625,-68.115234375,53.104434967,8.8671703339,-28.8999996185
636940,0.2747802734,-0.0847167969,1.2478027344,-58.2275390625,22.705078125,-50.7202148438,53.1043930054,8.8671321869,-29.2999992371
637546,0.2762451172,-0.1771240234,1.4439697266,23.2543945312,-26.6723632812,-80.0170898438,53.1043930054,8.8671321869,-29.2999992371
637957,-0.0601806641,0.1724853516,0.8961181641,-93.3227539062,-5.6762695312,-30.8227539062,53.1043510437,8.8670883179,-29.2000007629
638548,0.00390625,-0.0714111328,1.0112304688,14.0380859375,-6.9580078125,-39.6728515625,53.1043510437,8.8670883179,-29.2000007629
638941,0.1695556641,0.0093994141,1.0416259766,-48.0346679688,-6.591796875,17.2119140625,53.1043014526,8.8670482635,-29.3999996185
639547,0.4047851562,-0.0374755859,0.974609375,34.0576171875,-8.1787109375,-48.2177734375,53.1043014526,8.8670482635,-29.3999996185
639954,-0.1627197266,0.1490478516,0.6381835938,-27.2216796875,-36.0107421875,21.1181640625,53.1042518616,8.8670015335,-29.5
640548,0.1481933594,-0.0238037109,1.0269775391,-11.3525390625,9.7045898438,-66.5283203125,53.1042518616,8.8670015335,-29.5
640941,0.2298583984,0.1108398438,1.0728759766,-42.7856445312,-11.962890625,45.2880859375,53.1042022705,8.8669605255,-29.5
641545,-0.1640625,0.0002441406,0.8411865234,-13.1225585938,-12.5122070312,-39.55078125,53.1042022705,8.8669605255,-29.5
641939,0.2487792969,0.1458740234,0.9826660156,-20.5688476562,-23.0102539062,52.490234375,53.1041564941,8.8669176102,-29.2000007629
642547,0.1483154297,-0.0075683594,1.1041259766,2.6245117188,-16.9677734375,-63.4155273438,53.1041564941,8.8669176102,-29.2000007629
642940,0.1281738281,0.0078125,0.9361572266,-17.4560546875,-20.8129882812,15.2587890625,53.1041107178,8.8668775558,-29.1000003815
643545,0.1575927734,-0.0600585938,1.0314941406,-6.591796875,-1.8920898438,-10.8642578125,53.1041107178,8.8668775558,-29.1000003815
643938,-0.0075683594,0.1024169922,0.8870849609,-7.8735351562,-23.2543945312,27.6489257812,53.1040649414,8.8668432236,-29.1000003815
644547,0.0689697266,0.0815429688,0.9532470703,60.8520507812,-9.4604492188,-42.6635742188,53.1040649414,8.8668432236,-29.1000003815
644954,0.1995849609,0.0667724609,1.2579345703,1.46484375,-3.90625,-70.3125,53.104019165,8.8668041229,-29
645546,0.0703125,-0.1181640625,0.9925537109,14.7094726562,-8.9111328125,-48.583984375,53.104019165,8.8668041229,-29
645939,-0.0916748047,0.0355224609,0.9392089844,-61.03515625,-11.23046875,-83.1909179688,53.1039810181,8.8667669296,-29.8999996185
646545,0.0936279297,-0.0515136719,1.0424804688,-29.1137695312,-17.3950195312,42.724609375,53.1039810181,8.8667669296,-29.8999996185
647018,0.150390625,0.0240478516,0.9556884766,1.220703125,-10.8032226562,69.2138671875,53.1039466858,8.866727829,-30.1000003815
647547,-0.0023193359,-0.0817871094,0.8967285156,54.5043945312,-22.5830078125,27.7709960938,53.1039466858,8.866727829,-30.1000003815
647940,0.0252685547,-0.0933837891,0.9962158203,61.03515625,-13.0004882812,-18.1274414062,53.1039085388,8.8666877747,-29.8999996185
648550,-0.0316162109,-0.0302734375,1.1052246094,95.0927734375,8.4228515625,-100.7080078125,53.1039085388,8.8666877747,-29.8999996185
648957,-0.0501708984,0.1358642578,1.0720214844,15.0146484375,55.9692382812,-257.5073242188,53.1038780212,8.8666524887,-30.1000003815
649549,0.755859375,-0.8347167969,3.4727783203,-23.2543945312,234.1918945312,-278.564453125,53.1038780212,8.8666524887,-30.1000003815
649942,0.8505859375,0.3791503906,0.8389892578,-13.1225585938,15.1977539062,-261.962890625,53.1038475037,8.8666057587,-30.2000007629
650549,0.2589111328,0.0991210938,1.0694580078,40.0390625,28.8696289062,-213.6840820312,53.1038475037,8.8666057587,-30.2000007629
650951,0.0402832031,0.0402832031,1.1044921875,-16.9067382812,83.0688476562,-362.3046875,53.103843689,8.8665456772,-30
651546,0.4406738281,0.2347412109,1.1796875,-219.9096679688,1.8920898438,-58.4716796875,53.103843689,8.8665456772,-30
651939,-0.0859375,-0.33984375,1.2510986328,69.9462890625,-22.94921875,187.1948242188,53.1038665771,8.8664970398,-29.6000003815
652548,0.0112304688,0.1138916016,1.294921875,-169.6166992188,33.3862304688,-360.0463867188,53.1038665771,8.8664970398,-29.6000003815
652941,-0.6082763672,0.6672363281,-1.0546875,-166.3818359375,-156.005859375,204.833984375,53.1038818359,8.8664569855,-29.2000007629
653549,0.9011230469,-0.3696289062,1.8815917969,40.771484375,66.2841796875,84.228515625,53.1038818359,8.8664569855,-29.2000007629
653957,0.1076660156,-0.1701660156,1.1025390625,-50.6591796875,-98.0224609375,-14.5874023438,53.1038970947,8.8664140701,-28.2000007629
654548,-0.0036621094,0.0555419922,1.1420898438,10.8642578125,-44.677734375,-57.0678710938,53.1038970947,8.8664140701,-28.2000007629
654943,-0.7882080078,0.1032714844,1.1953125,-10.009765625,22.4609375,-7.568359375,53.1039161682,8.8663635254,-27.2999992371
655549,-0.2344970703,0.0354003906,0.7049560547,78.369140625,10.6811523438,23.92578125,53.1039161682,8.8663635254,-27.2999992371
655957,0.1409912109,-0.0113525391,1.3238525391,-23.9868164062,21.7895507812,-80.810546875,53.103931427,8.8663167953,-26.3999996185
656549,0.0573730469,0.1865234375,0.7043457031,-49.560546875,-32.4096679688,-26.123046875,53.103931427,8.8663167953,-26.3999996185
656942,-0.5146484375,0.0760498047,0.2702636719,-21.1181640625,12.6953125,194.0307617188,53.1039466858,8.8662757874,-25.5
657549,0.5689697266,-0.0747070312,1.2845458984,148.92578125,-60.3637695312,261.71875,53.1039466858,8.8662757874,-25.5
657942,0.2900390625,-0.3933105469,2.2104492188,125.9155273438,8.056640625,-57.2509765625,53.1039581299,8.8662242889,-24.5
658550,-2.3543701172,-0.0677490234,-1.5295410156,-59.7534179688,-8.7890625,-252.7465820312,53.1039581299,8.8662242889,-24.5
658943,2.2877197266,-1.4663085938,1.4138183594,-107.2998046875,-11.962890625,8.544921875,53.103969574,8.8661718369,-23.7999992371
659549,0.4049072266,0.4696044922,-0.6326904297,67.3828125,-53.955078125,-0.6713867188,53.103969574,8.8661718369,-23.7999992371
659942,1.2244873047,-0.3400878906,0.0242919922,-72.6928710938,21.3623046875,-46.5698242188,53.1039924622,8.866112709,-23.5
660549,0.5758056641,0.7658691406,0.9637451172,68.9086914062,-38.7573242188,29.9072265625,53.1039924622,8.866112709,-23.5
660957,0.4768066406,-0.3397216797,0.5970458984,82.2143554688,-125.244140625,17.3950195312,53.1040153503,8.8660507202,-22.8999996185
661549,-1.4573974609,0.1994628906,0.0708007812,-1.5869140625,-63.1713867188,-43.0908203125,53.1040153503,8.8660507202,-22.8999996185
661942,-0.1586914062,-0.341796875,-0.6416015625,-18.4936523438,-117.7368164062,43.2739257812,53.1040382385,8.8659887314,-22.2999992371
662549,-1.1784667969,0.6944580078,1.2081298828,25.4516601562,-15.5639648438,9.5825195312,53.1040382385,8.8659887314,-22.2999992371
662957,0.4517822266,-0.0239257812,1.9606933594,12.6342773438,-72.3876953125,27.8930664062,53.1040611267,8.8659343719,-21.7000007629
663552,-0.5793457031,-0.6667480469,0.8134765625,11.474609375,50.5981445312,50.3540039062,53.1040611267,8.8659343719,-21.7000007629
663945,1.0198974609,-0.1961669922,0.40234375,36.865234375,146.3623046875,41.8090820312,53.1040878296,8.8658761978,-21.5
664552,3.5733642578,-0.3217773438,0.6788330078,26.7333984375,62.5,3.5400390625,53.1040878296,8.8658761978,-21.5
664948,2.6632080078,-0.4722900391,1.1370849609,-5.4931640625,188.0493164062,15.3198242188,53.1041145325,8.8658246994,-21
665551,1.1782226562,-0.5228271484,0.2513427734,15.8081054688,-17.578125,26.9165039062,53.1041145325,8.8658246994,-21
665944,-0.3128662109,0.0025634766,3.9995117188,-5.2490234375,101.7456054688,16.7236328125,53.10414505,8.8657751083,-20.7999992371
666552,-0.8386230469,0.3193359375,1.6481933594,29.9072265625,21.0571289062,3.7231445312,53.10414505,8.8657751083,-20.7999992371
666945,0.0020751953,-0.2229003906,1.4227294922,62.98828125,-12.451171875,58.4716796875,53.1041641235,8.8657245636,-20.1000003815
667549,2.3177490234,0.3856201172,0.23828125,-21.484375,211.0595703125,9.7045898438,53.1041641235,8.8657245636,-20.1000003815
667956,-2.4388427734,-0.7659912109,0.462890625,26.85546875,-97.1069335938,59.3872070312,53.1041870117,8.8656835556,-19.1000003815
668549,-0.9798583984,0.6313476562,-0.818359375,-14.5874023438,57.9833984375,-16.7236328125,53.1041870117,8.8656835556,-19.1000003815
668942,0.4245605469,-0.3299560547,3.4747314453,-20.1416015625,14.2822265625,27.34375,53.1042060852,8.8656368256,-18.6000003815
669549,0.1727294922,-0.3948974609,0.1257324219,46.8139648438,10.1928710938,101.5014648438,53.1042060852,8.8656368256,-18.6000003815
669957,-0.8148193359,-0.3005371094,-0.0422363281,-19.2260742188,-80.4443359375,41.4428710938,53.1042251587,8.8655881882,-17.7999992371
670547,0.216796875,-0.818359375,-0.0609130859,1.5869140625,13.6108398438,295.166015625,53.1042251587,8.8655881882,-17.7999992371
670942,-0.5954589844,-0.1800537109,0.146484375,14.8315429688,1.953125,68.9086914062,53.1042366028,8.8655462265,-16.7999992371
671548,-1.0877685547,0.5556640625,0.939453125,-56.2744140625,-105.5908203125,190.4907226562,53.1042366028,8.8655462265,-16.7999992371
671955,-1.4501953125,0.9884033203,-1.0085449219,-51.3916015625,-107.2387695312,219.6044921875,53.1042442322,8.8654756546,-16.3999996185
672548,-2.2076416016,1.5798339844,0.4187011719,34.7290039062,7.1411132812,92.9565429688,53.1042442322,8.8654756546,-16.3999996185
672942,-0.0334472656,0.4897460938,1.24609375,18.1274414062,49.560546875,26.4282226562,53.1042404175,8.8654222488,-16.2000007629
673546,0.5030517578,-0.1762695312,0.6354980469,87.5244140625,-64.94140625,60.9741210938,53.1042404175,8.8654222488,-16.2000007629
673939,0.0416259766,-0.2233886719,1.4425048828,37.353515625,14.0991210938,-189.1479492188,53.104221344,8.8653717041,-15.8999996185
674550,0.3070068359,0.3834228516,0.6721191406,-62.0727539062,6.9580078125,80.8715820312,53.104221344,8.8653717041,-15.8999996185
674943,0.1760253906,-0.0634765625,0.9427490234,66.162109375,4.638671875,149.5361328125,53.1041908264,8.8653326035,-15.6000003815
675550,-0.3349609375,0.015625,0.6970214844,-51.2084960938,-24.5361328125,-11.7797851562,53.1041908264,8.8653326035,-15.6000003815
675943,-0.5789794922,-0.0819091797,0.5134277344,46.4477539062,-88.3178710938,54.9926757812,53.1041641235,8.8652849197,-15.1999998093
