"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.768075886E3,5.308859267E1,8.809469946E0,6.161584049E0,4.762640183E0,2.473414873E2,4.935969667E0,4.935969667E0
1.769077163E3,5.308857404E1,8.809397750E0,4.792560522E0,4.524387785E0,2.468823393E2,4.906193410E0,4.906193410E0
1.770078058E3,5.308855790E1,8.809353912E0,4.229907382E0,3.499039973E0,2.426406793E2,4.884317303E0,4.884317303E0
1.771078043E3,5.308852981E1,8.809305655E0,4.504084656E0,3.402790152E0,2.325876366E2,4.881915604E0,4.881915604E0
1.772077688E3,5.308850820E1,8.809252170E0,4.126888989E0,3.464925391E0,2.313298579E2,4.883411420E0,4.883411420E0
1.773077129E3,5.308848561E1,8.809204024E0,4.235034843E0,3.445201897E0,2.323805067E2,4.886539275E0,4.886539275E0
1.774077115E3,5.308846144E1,8.809144766E0,4.204342580E0,3.711309855E0,2.331073090E2,4.895703240E0,4.895703240E0
1.775077483E3,5.308843803E1,8.809070249E0,3.958086601E0,4.096195065E0,2.370668310E2,4.938066847E0,4.938066847E0
1.776077752E3,5.308840802E1,8.809006123E0,3.906804649E0,4.273534032E0,2.342895507E2,4.977028045E0,4.977028045E0
1.777077737E3,5.308839305E1,8.808966088E0,4.208017799E0,3.473864960E0,2.349891066E2,4.982778910E0,4.982778910E0
1.778077538E3,5.308838112E1,8.808915928E0,3.246175711E0,3.160054594E0,2.387940787E2,5.027115123E0,5.027115123E0
1.779077679E3,5.308834396E1,8.808865963E0,4.335848572E0,3.627209252E0,2.289737447E2,5.024396107E0,5.024396107E0
1.780077664E3,5.308832128E1,8.808791772E0,3.248356129E0,4.003002528E0,2.333819026E2,5.063684766E0,5.063684766E0
1.781077236E3,5.308830990E1,8.808713878E0,2.929866308E0,3.973964132E0,2.420562909E2,5.056472202E0,5.056472202E0
1.782077984E3,5.308828971E1,8.808626048E0,2.311344023E0,4.448891294E0,2.453365829E2,5.113556212E0,5.113556212E0
1.783077969E3,5.308825593E1,8.808549148E0,3.517604689E0,4.549574835E0,2.409511242E2,5.090374991E0,5.090374991E0
1.784077955E3,5.308822600E1,8.808491956E0,3.901300805E0,4.191177311E0,2.326058181E2,5.115051086E0,5.115051086E0
1.785077940E3,5.308819228E1,8.808449040E0,4.161689741E0,3.882296138E0,2.208976367E2,5.128480627E0,5.128480627E0
1.786077926E3,5.308815799E1,8.808391800E0,3.406944785E0,3.693143092E0,2.187036806E2,5.114768341E0,5.114768341E0
1.787077911E3,5.308813438E1,8.808299221E0,4.495937437E0,3.733095438E0,2.323705082E2,5.060146171E0,5.060146171E0
1.788077897E3,5.308811071E1,8.808216717E0,4.229194848E0,4.138777570E0,2.400509510E2,5.069652350E0,5.069652350E0
1.789077882E3,5.308807698E1,8.808145092E0,4.426376269E0,4.518031612E0,2.388806020E2,5.098958562E0,5.098958562E0
1.790077867E3,5.308804396E1,8.808077253E0,3.704148312E0,4.669168088E0,2.369707202E2,5.122762321E0,5.122762321E0
1.791077852E3,5.308801973E1,8.808007231E0,4.840963952E0,4.677930314E0,2.426882210E2,5.122995096E0,5.122995096E0
1.792077838E3,5.308798372E1,8.807932556E0,4.883010508E0,5.057334832E0,2.422868602E2,5.096976410E0,5.096976410E0
1.793077823E3,5.308793477E1,8.807874746E0,4.807398633E0,5.321211043E0,2.323116341E2,5.067911702E0,5.067911702E0
1.794077808E3,5.308788838E1,8.807806332E0,3.489791065E0,5.410945832E0,2.306885564E2,5.054479959E0,5.054479959E0
1.795077793E3,5.308784742E1,8.807740370E0,3.775721386E0,5.539001473E0,2.308047298E2,5.042827934E0,5.042827934E0
1.796077779E3,5.308781373E1,8.807700892E0,2.635637747E0,4.475504355E0,2.297174902E2,5.003138552E0,5.003138552E0
1.797077764E3,5.308777796E1,8.807627191E0,3.206751915E0,4.204488224E0,2.340469470E2,4.966436210E0,4.966436210E0
1.798077750E3,5.308774456E1,8.807583911E0,3.135241929E0,3.911171259E0,2.280599213E2,4.941135694E0,4.941135694E0
1.799077735E3,5.308770752E1,8.807543830E0,3.879432484E0,3.869984498E0,2.204611803E2,4.912889129E0,4.912889129E0
1.800077720E3,5.308767311E1,8.807507747E0,3.718850790E0,3.565763508E0,2.143321613E2,4.887899847E0,4.887899847E0
1.801077706E3,5.308764268E1,8.807458152E0,3.643108435E0,3.619729709E0,2.171348428E2,4.886931690E0,4.886931690E0
1.802077691E3,5.308762229E1,8.807358709E0,3.615591086E0,4.403032464E0,2.324462377E2,4.875745860E0,4.875745860E0
1.803077676E3,5.308759336E1,8.807282417E0,3.772514700E0,4.608278852E0,2.337101809E2,4.854802632E0,4.854802632E0
1.804077662E3,5.308757078E1,8.807195310E0,2.395332434E0,4.551186272E0,2.349578356E2,4.842458073E0,4.842458073E0
1.805077647E3,5.308754283E1,8.807112976E0,3.488746278E0,4.667109132E0,2.378443376E2,4.836058519E0,4.836058519E0
1.806077633E3,5.308751184E1,8.807041624E0,2.991578960E0,4.785791943E0,2.366327619E2,4.823374506E0,4.823374506E0
1.807077618E3,5.308748248E1,8.806972609E0,3.483018473E0,4.643510766E0,2.350901863E2,4.807071339E0,4.807071339E0
1.808077603E3,5.308744038E1,8.806889923E0,4.642020847E0,5.205722661E0,2.333274216E2,4.798526161E0,4.798526161E0
1.809077588E3,5.308740660E1,8.806824458E0,4.179140843E0,5.066713439E0,2.311968635E2,4.795977459E0,4.795977459E0
1.810077574E3,5.308737185E1,8.806768778E0,4.940795615E0,4.691541599E0,2.283882148E2,4.797694232E0,4.797694232E0
1.811077559E3,5.308734980E1,8.806709930E0,5.748166298E0,4.184577078E0,2.295990260E2,4.798458007E0,4.798458007E0
1.812077544E3,5.308731763E1,8.806646545E0,5.752100972E0,4.253980364E0,2.271497214E2,4.797756345E0,4.797756345E0
1.813077530E3,5.308728263E1,8.806589323E0,5.121995604E0,4.577936513E0,2.220813077E2,4.788905581E0,4.788905581E0
1.814077515E3,5.308725537E1,8.806546599E0,2.930580519E0,4.477362288E0,2.182402805E2,4.795142079E0,4.795142079E0
1.815077501E3,5.308722164E1,8.806485238E0,3.479965479E0,4.808753595E0,2.183573918E2,4.796901416E0,4.796901416E0
1.816077486E3,5.308718331E1,8.806424955E0,4.735086944E0,5.200640671E0,2.174986117E2,4.803850096E0,4.803850096E0
1.817077472E3,5.308715067E1,8.806385186E0,4.013517560E0,4.959256804E0,2.145834817E2,4.842762793E0,4.842762793E0
1.818077457E3,5.308710832E1,8.806334884E0,4.264194421E0,5.147804410E0,2.135482671E2,4.935816975E0,4.935816975E0
1.819077441E3,5.308706629E1,8.806278602E0,7.233782063E0,5.351039455E0,2.142000848E2,5.181346748E0,5.181346748E0
1.820077428E3,5.308702676E1,8.806226884E0,7.956337553E0,5.426339974E0,2.146340285E2,6.083126347E0,6.083126347E0
1.821077413E3,5.308698769E1,8.806182480E0,7.296743630E0,5.438141891E0,2.142518662E2,7.960605371E0,7.960605371E0
1.822077397E3,5.308694641E1,8.806135347E0,8.790597564E0,5.432709744E0,2.143379179E2,9.999420333E0,9.999420333E0
1.823077383E3,5.308690660E1,8.806091198E0,7.446888727E0,5.466045783E0,2.160364761E2,1.282425016E1,1.282425016E1
1.824077369E3,5.308685466E1,8.805988361E0,8.319509322E0,5.594403744E0,2.172557981E2,1.087221850E2,1.087221850E2
1.825218026E3,5.308680896E1,8.805930790E0,8.466221369E0,5.594465733E0,2.172451390E2,1.334660849E2,1.334660849E2
1.837639920E3,5.308569794E1,8.804452160E0,1.044291496E1,-1.000000000E0,-1.000000000E0,3.900000000E1,3.900000000E1
1.838218594E3,5.308637892E1,8.805458920E0,8.616817391E0,4.841609853E0,2.156988515E2,5.337780059E1,5.337780059E1
1.839222012E3,5.308580948E1,8.804634080E0,9.267248672E0,1.047126332E1,2.188178311E2,3.412845277E1,3.412845277E1
1.840220288E3,5.308573701E1,8.804539800E0,7.886024442E0,1.042444448E1,2.187525293E2,3.710549352E1,3.710549352E1
1.841221399E3,5.308566358E1,8.804445525E0,7.633195776E0,1.041082252E1,2.187006020E2,4.034215765E1,4.034215765E1
1.842220643E3,5.308559168E1,8.804340575E0,6.556841372E0,1.034619696E1,2.187982862E2,4.382069191E1,4.382069191E1
1.843217996E3,5.308551889E1,8.804245591E0,6.601870029E0,1.037213091E1,2.188696303E2,4.754748875E1,4.754748875E1
1.844218512E3,5.308544570E1,8.804148192E0,5.199634006E0,1.038736701E1,2.188877053E2,5.150513978E1,5.150513978E1
1.845217299E3,5.308536936E1,8.804054804E0,4.760873009E0,1.039997499E1,2.189456879E2,5.532561585E1,5.532561585E1
1.846218240E3,5.308531122E1,8.803918262E0,6.475349586E0,1.045492430E1,2.198457590E2,5.835221357E1,5.835221357E1
1.847218629E3,5.308521088E1,8.803879640E0,7.225859023E0,1.049283522E1,2.178309799E2,5.772236174E1,5.772236174E1
1.848077017E3,5.308514425E1,8.803813119E0,8.556845854E0,1.043401189E1,2.172387767E2,6.011291908E1,6.011291908E1
1.849077002E3,5.308577803E1,8.804435633E0,6.681770846E0,3.085226673E0,2.106910859E2,3.013022962E1,3.013022962E1
1.850076988E3,5.308581978E1,8.804361364E0,6.418656172E0,4.458917701E0,2.203680939E2,1.814346260E1,1.814346260E1
1.851076972E3,5.308582638E1,8.804452426E0,6.135664736E0,4.719369777E0,2.195105442E2,1.458935846E1,1.458935846E1
1.852076958E3,5.308578942E1,8.804418598E0,6.949404637E0,5.128434874E0,2.220849324E2,1.445407494E1,1.445407494E1
1.853076943E3,5.308576465E1,8.804377159E0,6.889779721E0,4.950187792E0,2.183636598E2,6.080534807E0,6.080534807E0
1.854076929E3,5.308573398E1,8.804344669E0,6.877170921E0,4.625145183E0,2.165008320E2,5.648536989E0,5.648536989E0
1.855076914E3,5.308569714E1,8.804333943E0,6.973882258E0,4.388439806E0,2.146053277E2,5.106121646E0,5.106121646E0
1.856076900E3,5.308565051E1,8.804302936E0,6.333264555E0,4.802815400E0,2.199403668E2,5.077097114E0,5.077097114E0
1.857076885E3,5.308560679E1,8.804277185E0,6.252497147E0,4.592055394E0,2.207929205E2,5.063768931E0,5.063768931E0
1.858076870E3,5.308555283E1,8.804259777E0,6.562538722E0,4.541053850E0,2.170039358E2,5.095070487E0,5.095070487E0
1.859076855E3,5.308550047E1,8.804266223E0,6.062888105E0,4.021793786E0,2.088308180E2,5.103974625E0,5.103974625E0
1.860076841E3,5.308545653E1,8.804227632E0,6.047965952E0,4.230799304E0,2.102065552E2,5.137208959E0,5.137208959E0
1.861076827E3,5.308539401E1,8.804187966E0,3.693794640E0,5.164773490E0,2.067728086E2,5.134024268E0,5.134024268E0
1.862076812E3,5.308534320E1,8.804108734E0,4.824037419E0,5.642384941E0,2.134981921E2,5.533441671E0,5.533441671E0
1.863076797E3,5.308532157E1,8.804056552E0,4.573924929E0,5.012576921E0,2.199880693E2,6.278015743E0,6.278015743E0
1.864076782E3,5.308528190E1,8.804000489E0,6.850750424E0,5.074076301E0,2.202272317E2,7.895674935E0,7.895674935E0
1.865076768E3,5.308524117E1,8.803955186E0,6.502972744E0,5.121262240E0,2.187386601E2,9.647428060E0,9.647428060E0
1.866076753E3,5.308520688E1,8.803906162E0,5.482696401E0,5.104037137E0,2.201574786E2,1.155484487E1,1.155484487E1
1.867076738E3,5.308517453E1,8.803818415E0,7.527078883E0,5.323383220E0,2.247436234E2,1.200441036E1,1.200441036E1
1.868076724E3,5.308517164E1,8.803800950E0,6.429694708E0,4.323577679E0,2.216265262E2,9.036091027E0,9.036091027E0
1.869076709E3,5.308515208E1,8.803688456E0,6.010563017E0,5.422469655E0,2.173323291E2,5.564103839E0,5.564103839E0
1.870076694E3,5.308512206E1,8.803593985E0,6.787938911E0,5.011984550E0,2.130310459E2,5.213355567E0,5.213355567E0
1.871076680E3,5.308509573E1,8.803564602E0,6.459840385E0,4.727431128E0,2.121053147E2,5.126271749E0,5.126271749E0
1.872076665E3,5.308505206E1,8.803515068E0,5.238453018E0,4.547822489E0,2.122985544E2,5.094850522E0,5.094850522E0
1.873076651E3,5.308502973E1,8.803463468E0,5.972639743E0,4.374370732E0,2.173482261E2,5.055669314E0,5.055669314E0
1.874076635E3,5.308498747E1,8.803422498E0,5.588756767E0,4.869693991E0,2.138940039E2,5.040874374E0,5.040874374E0
1.875076621E3,5.308495963E1,8.803376501E0,7.038700283E0,4.570674830E0,2.173174372E2,5.033111847E0,5.033111847E0
1.876076606E3,5.308493245E1,8.803331868E0,7.442010052E0,4.097160286E0,2.191001248E2,4.996887882E0,4.996887882E0
1.877076591E3,5.308489744E1,8.803289014E0,7.172247297E0,4.360148191E0,2.201878535E2,5.001892505E0,5.001892505E0
1.878076577E3,5.308486153E1,8.803238717E0,7.137856839E0,4.879005167E0,2.207468136E2,4.964277565E0,4.964277565E0
1.879076563E3,5.308483488E1,8.803169456E0,7.842198990E0,5.046549550E0,2.303900748E2,4.950076493E0,4.950076493E0
1.880076548E3,5.308482274E1,8.803114899E0,7.501470160E0,4.340762025E0,2.394900898E2,4.980231474E0,4.980231474E0
1.881076533E3,5.308481272E1,8.803056819E0,8.267917495E0,4.145688768E0,2.486151782E2,4.995861953E0,4.995861953E0
1.882076518E3,5.308483000E1,8.803005314E0,6.463251194E0,3.422436116E0,2.733151384E2,4.961832443E0,4.961832443E0
1.883076504E3,5.308484087E1,8.802949624E0,6.346311001E0,2.962118451E0,2.827226487E2,4.914469337E0,4.914469337E0
1.884076489E3,5.308486363E1,8.802883612E0,6.516277539E0,3.632176311E0,3.001927406E2,4.892567443E0,4.892567443E0
1.885076474E3,5.308489158E1,8.802823797E0,6.571600343E0,4.103522611E0,3.063865579E2,4.886172458E0,4.886172458E0
1.886076460E3,5.308491089E1,8.802767900E0,6.484068157E0,4.026177942E0,3.031121092E2,4.880024726E0,4.880024726E0
1.887076445E3,5.308492727E1,8.802714988E0,5.049369938E0,3.802871273E0,2.987375720E2,4.876699717E0,4.876699717E0
1.888076431E3,5.308495645E1,8.802670800E0,5.161368510E0,3.694815691E0,3.071529565E2,4.866776722E0,4.866776722E0
1.889076416E3,5.308498285E1,8.802605787E0,5.878689325E0,4.189067061E0,3.029671350E2,4.860800075E0,4.860800075E0
1.890076401E3,5.308500910E1,8.802550778E0,6.988216727E0,4.225987774E0,3.045003963E2,4.857557995E0,4.857557995E0
1.891076386E3,5.308503249E1,8.802502683E0,7.089917927E0,4.017101844E0,3.068671707E2,4.854803444E0,4.854803444E0
1.892076372E3,5.308506447E1,8.802448046E0,6.683559402E0,4.194760741E0,3.093817923E2,4.849821063E0,4.849821063E0
1.893076358E3,5.308508504E1,8.802411445E0,6.627801866E0,3.276687298E0,3.073516779E2,4.847934094E0,4.847934094E0
1.894076343E3,5.308510735E1,8.802383655E0,6.332054067E0,2.556497938E0,3.143719770E2,4.847749958E0,4.847749958E0
1.895077154E3,5.308511138E1,8.802390914E0,6.185768847E0,8.270164562E-1,3.394430825E2,4.858475014E0,4.858475014E0
1.896077319E3,5.308511703E1,8.802381132E0,5.965666302E0,0.000000000E0,3.400033185E2,4.857974977E0,4.857974977E0
1.897077305E3,5.308512423E1,8.802363984E0,5.914139431E0,0.000000000E0,3.257113846E2,4.863616794E0,4.863616794E0
1.898077346E3,5.308513062E1,8.802354073E0,6.055538931E0,0.000000000E0,3.257113762E2,4.875749900E0,4.875749900E0
1.899077086E3,5.308513837E1,8.802332579E0,6.102030742E0,0.000000000E0,3.257113571E2,4.862640297E0,4.862640297E0
1.900077072E3,5.308514716E1,8.802322206E0,6.160997049E0,0.000000000E0,3.257113487E2,4.855255155E0,4.855255155E0
1.901077932E3,5.308514709E1,8.802322139E0,6.148754688E0,0.000000000E0,3.257113486E2,4.846912459E0,4.846912459E0
1.902077634E3,5.308516547E1,8.802308916E0,5.691142923E0,5.748560169E-1,3.229712321E2,4.843877226E0,4.843877226E0
1.903077619E3,5.308517467E1,8.802293127E0,5.451859379E0,9.406077204E-1,3.121354023E2,4.847184492E0,4.847184492E0
1.904077670E3,5.308517899E1,8.802271869E0,7.654136965E0,1.127963083E0,2.987493259E2,4.851244249E0,4.851244249E0
1.905077098E3,5.308519150E1,8.802240663E0,8.054378876E0,1.733016257E0,3.000104788E2,4.838838470E0,4.838838470E0
1.906077083E3,5.308519891E1,8.802191610E0,9.500317695E0,2.414171985E0,2.920259842E2,4.855203917E0,4.855203917E0
1.907077361E3,5.308520664E1,8.802138407E0,7.903272336E0,2.972731019E0,2.895588617E2,4.865485561E0,4.865485561E0
1.908077329E3,5.308521574E1,8.802092900E0,5.603283142E0,3.036859304E0,2.910814021E2,4.876928555E0,4.876928555E0
1.909077314E3,5.308521233E1,8.802037007E0,5.714157348E0,3.121055256E0,2.828695332E2,4.872001813E0,4.872001813E0
1.910077300E3,5.308520044E1,8.802019848E0,7.582659676E0,1.940529378E0,2.659981491E2,4.879478070E0,4.879478070E0
1.911077285E3,5.308519032E1,8.801962854E0,7.464585063E0,2.335503922E0,2.612150556E2,4.868883070E0,4.868883070E0
1.912077271E3,5.308518468E1,8.801916858E0,6.908862693E0,2.591632335E0,2.595553193E2,4.911876951E0,4.911876951E0
1.913077256E3,5.308517506E1,8.801870432E0,6.072963065E0,2.807940405E0,2.550944502E2,4.984799455E0,4.984799455E0
1.914077241E3,5.308516406E1,8.801834525E0,4.739008343E0,2.594367633E0,2.504024280E2,5.087342124E0,5.087342124E0
1.915077226E3,5.308514612E1,8.801769794E0,5.467193982E0,3.130229664E0,2.483677142E2,5.183672336E0,5.183672336E0
1.916077212E3,5.308512681E1,8.801694809E0,7.704957788E0,3.759555104E0,2.477592044E2,5.299864297E0,5.299864297E0
1.917077197E3,5.308509338E1,8.801639254E0,8.386093000E0,4.061490056E0,2.410741200E2,5.359365795E0,5.359365795E0
1.918077182E3,5.308507476E1,8.801587743E0,5.807317628E0,4.080112405E0,2.433334430E2,5.520615612E0,5.520615612E0
1.919077168E3,5.308504762E1,8.801532289E0,7.309963800E0,4.098212348E0,2.405519901E2,5.451999100E0,5.451999100E0
1.920077153E3,5.308502144E1,8.801478162E0,7.828161607E0,4.091140610E0,2.375141070E2,5.606469800E0,5.606469800E0
1.921077139E3,5.308499184E1,8.801423225E0,8.511995769E0,4.171334004E0,2.330545244E2,5.798824933E0,5.798824933E0
1.922077123E3,5.308497269E1,8.801368203E0,8.337688439E0,4.115966186E0,2.345178614E2,6.178247965E0,6.178247965E0
1.923077109E3,5.308493901E1,8.801314056E0,7.571147187E0,4.320779961E0,2.298735545E2,6.422464105E0,6.422464105E0
1.924077094E3,5.308491262E1,8.801258700E0,7.619181590E0,4.359553286E0,2.290995619E2,6.585237458E0,6.585237458E0
1.925077080E3,5.308488522E1,8.801211186E0,7.403236593E0,4.243642554E0,2.272994915E2,6.818262448E0,6.818262448E0
1.926077065E3,5.308485705E1,8.801149252E0,5.999575309E0,4.295433752E0,2.282131737E2,7.079765093E0,7.079765093E0
1.927077051E3,5.308483408E1,8.801078257E0,6.551309661E0,4.391292589E0,2.320051839E2,7.145620947E0,7.145620947E0
1.928077036E3,5.308480487E1,8.801015832E0,5.556345601E0,4.390701366E0,2.315882618E2,7.226936933E0,7.226936933E0
1.929077021E3,5.308477306E1,8.800947998E0,5.392442182E0,2.169913555E0,2.353928760E2,6.185442131E0,6.185442131E0
1.930077006E3,5.308476049E1,8.800846691E0,4.729619158E0,2.921302416E0,2.445092228E2,5.661359516E0,5.661359516E0
1.931076992E3,5.308473835E1,8.800749066E0,4.931992044E0,4.270017885E0,2.444572455E2,5.409812731E0,5.409812731E0
1.932076977E3,5.308470730E1,8.800666114E0,5.759678508E0,4.822614685E0,2.399895780E2,5.338424493E0,5.338424493E0
1.933076963E3,5.308467019E1,8.800596568E0,5.779659636E0,4.885390127E0,2.339041427E2,5.303196017E0,5.303196017E0
1.934076948E3,5.308463778E1,8.800531628E0,6.166148105E0,4.833903720E0,2.327718828E2,5.245720917E0,5.245720917E0
1.935076934E3,5.308460189E1,8.800478847E0,7.018918542E0,4.576004753E0,2.262423633E2,5.155838842E0,5.155838842E0
1.936076919E3,5.308456513E1,8.800444659E0,5.329246745E0,4.159840181E0,2.225769270E2,5.052701278E0,5.052701278E0
1.937076904E3,5.308454574E1,8.800397619E0,6.116170322E0,3.656245517E0,2.254314925E2,5.035639771E0,5.035639771E0
1.938076890E3,5.308452520E1,8.800354225E0,5.508024498E0,3.178743279E0,2.168068914E2,5.031709501E0,5.031709501E0
1.939076875E3,5.308451145E1,8.800304456E0,5.330727663E0,2.588098194E0,2.234195419E2,5.057830855E0,5.057830855E0
1.940076860E3,5.308449806E1,8.800244601E0,5.230245883E0,2.934361610E0,2.359118178E2,5.056625034E0,5.056625034E0
1.941076846E3,5.308449053E1,8.800191586E0,3.865243914E0,3.140258080E0,2.536611392E2,5.011327752E0,5.011327752E0
1.942076831E3,5.308448012E1,8.800137685E0,4.474458075E0,2.957564016E0,2.534077242E2,4.995950788E0,4.995950788E0
1.943076816E3,5.308446667E1,8.800088527E0,5.970240657E0,3.013368408E0,2.587559050E2,4.988465858E0,4.988465858E0
1.944076801E3,5.308448209E1,8.800052716E0,5.129406601E0,2.779453499E0,2.953298693E2,4.964309277E0,4.964309277E0
1.945076787E3,5.308449803E1,8.800026856E0,5.397127223E0,2.337518427E0,3.112272750E2,4.939136265E0,4.939136265E0
1.946076772E3,5.308451375E1,8.799997578E0,5.710798743E0,2.088358440E0,3.113809989E2,4.935974660E0,4.935974660E0
1.947076757E3,5.308452866E1,8.799965893E0,5.545842200E0,1.945216148E0,3.015088474E2,4.911724021E0,4.911724021E0
1.948076743E3,5.308453028E1,8.799946947E0,5.161269423E0,1.396489478E0,2.932393806E2,4.892793363E0,4.892793363E0
1.949076728E3,5.308452963E1,8.799922618E0,5.561473387E0,1.217687062E0,2.838218451E2,1.429254634E1,1.429254634E1
1.950076714E3,5.308452992E1,8.799912266E0,5.057581671E0,6.940535522E-1,2.779093616E2,1.428546760E1,1.428546760E1
1.951076699E3,5.308453107E1,8.799908632E0,5.210882813E0,0.000000000E0,2.741241979E2,1.427791380E1,1.427791380E1
1.952076684E3,5.308453400E1,8.799901273E0,5.643463056E0,0.000000000E0,2.741241934E2,1.427701781E1,1.427701781E1
1.953076669E3,5.308453404E1,8.799900800E0,5.644910051E0,0.000000000E0,2.741241930E2,1.427659606E1,1.427659606E1
1.954076655E3,5.308453404E1,8.799900800E0,5.644910051E0,0.000000000E0,2.741241930E2,1.427649429E1,1.427649429E1
1.955076640E3,5.308453404E1,8.799900800E0,5.644910051E0,0.000000000E0,2.741241930E2,1.427702818E1,1.427702818E1
1.956076625E3,5.308453404E1,8.799900800E0,5.644910051E0,0.000000000E0,2.741241930E2,1.427720095E1,1.427720095E1
1.957076611E3,5.308454232E1,8.799887198E0,6.113640028E0,0.000000000E0,2.741241862E2,1.427693531E1,1.427693531E1
1.958076596E3,5.308454027E1,8.799867955E0,5.820542176E0,7.820002304E-1,2.446037446E2,1.427978472E1,1.427978472E1
1.959076582E3,5.308452770E1,8.799840823E0,5.380422198E0,9.963863484E-1,2.302772756E2,1.428262270E1,1.428262270E1
1.960076567E3,5.308450985E1,8.799812618E0,4.491309210E0,1.412924116E0,2.205583849E2,1.428517148E1,1.428517148E1
1.961076552E3,5.308449003E1,8.799784291E0,6.758232516E0,1.788883012E0,2.330095223E2,1.428037782E1,1.428037782E1
1.962076538E3,5.308448465E1,8.799742248E0,6.669661695E0,2.019640960E0,2.449943690E2,1.428214037E1,1.428214037E1
1.963076523E3,5.308448354E1,8.799719825E0,6.351898925E0,1.523172149E0,2.474868763E2,1.428301505E1,1.428301505E1
1.964076508E3,5.308447311E1,8.799704862E0,6.123224676E0,8.940598002E-1,2.345205585E2,4.862410276E0,4.862410276E0
1.965076493E3,5.308445437E1,8.799686462E0,6.243474159E0,9.927826027E-1,2.194032630E2,4.853276926E0,4.853276926E0
1.966076479E3,5.308443982E1,8.799660103E0,6.450754484E0,1.354052139E0,2.270111584E2,4.837288886E0,4.837288886E0
1.967076464E3,5.308443066E1,8.799644739E0,6.658346466E0,1.143573819E0,2.248104391E2,4.840719809E0,4.840719809E0
1.968076449E3,5.308442866E1,8.799634511E0,5.833352539E0,0.000000000E0,2.228939845E2,4.832713093E0,4.832713093E0
1.969076435E3,5.308438938E1,8.799623397E0,6.844351977E0,1.744580814E0,1.882453726E2,4.823683029E0,4.823683029E0
1.970076420E3,5.308435483E1,8.799590001E0,7.255794425E0,2.629587330E0,2.060098135E2,4.839656733E0,4.839656733E0
1.971076406E3,5.308433756E1,8.799561475E0,4.433703312E0,2.343242543E0,2.174596902E2,4.867075625E0,4.867075625E0
1.972076391E3,5.308432228E1,8.799537762E0,5.505086090E0,2.235166045E0,2.251850560E2,4.904297762E0,4.904297762E0
1.973076376E3,5.308430818E1,8.799487092E0,5.826229340E0,2.658812600E0,2.428591545E2,4.921808779E0,4.921808779E0
1.974076361E3,5.308428693E1,8.799393190E0,6.124311191E0,4.165772492E0,2.518401216E2,4.936388611E0,4.936388611E0
1.975076347E3,5.308426579E1,8.799328675E0,6.186093839E0,4.324259211E0,2.470076424E2,4.962062113E0,4.962062113E0
1.976076332E3,5.308424338E1,8.799270354E0,5.428533331E0,4.127345091E0,2.411651643E2,5.000945436E0,5.000945436E0
1.977076317E3,5.308422727E1,8.799214472E0,4.276332430E0,3.843018799E0,2.399259675E2,5.042295334E0,5.042295334E0
1.978076303E3,5.308418674E1,8.799135436E0,5.706978701E0,4.683265836E0,2.310194255E2,5.051903015E0,5.051903015E0
1.979076288E3,5.308415554E1,8.799064589E0,5.640110728E0,4.728011208E0,2.301197854E2,5.001439273E0,5.001439273E0
1.980076274E3,5.308413439E1,8.798997480E0,4.603312847E0,4.311567463E0,2.425005316E2,4.960490660E0,4.960490660E0
1.981076259E3,5.308411614E1,8.798936473E0,4.470629649E0,4.076780043E0,2.450424905E2,4.958159430E0,4.958159430E0
1.982076245E3,5.308407663E1,8.798855103E0,4.464586393E0,4.739544595E0,2.422166405E2,4.948133274E0,4.948133274E0
1.983076230E3,5.308405439E1,8.798808705E0,4.477947552E0,4.154148576E0,2.379044516E2,4.955500136E0,4.955500136E0
1.984076215E3,5.308402442E1,8.798741678E0,5.913894345E0,4.448908288E0,2.383712665E2,4.967617728E0,4.967617728E0
1.985076200E3,5.308401101E1,8.798701302E0,6.514807216E0,3.472287097E0,2.397277865E2,4.968804921E0,4.968804921E0
1.986076186E3,5.308399144E1,8.798647753E0,5.826661462E0,3.453711921E0,2.413106321E2,4.984650269E0,4.984650269E0
1.987076172E3,5.308397598E1,8.798585267E0,4.516670532E0,3.529956440E0,2.443907197E2,5.008871758E0,5.008871758E0
1.988076156E3,5.308396464E1,8.798523379E0,2.419641289E0,3.629942991E0,2.486450581E2,5.022341339E0,5.022341339E0
1.989076142E3,5.308394370E1,8.798460528E0,4.357655853E0,3.825647759E0,2.474113048E2,5.067451195E0,5.067451195E0
1.990076127E3,5.308392878E1,8.798407473E0,4.034094471E0,3.580701591E0,2.481196821E2,5.132709703E0,5.132709703E0
1.991076113E3,5.308389915E1,8.798338586E0,4.334206768E0,4.022790368E0,2.469285104E2,5.070293262E0,5.070293262E0
1.992076097E3,5.308386580E1,8.798269201E0,5.417571958E0,4.340338191E0,2.420125002E2,5.017268237E0,5.017268237E0
1.993076083E3,5.308384516E1,8.798233647E0,4.821521650E0,3.638618010E0,2.365441680E2,5.000927227E0,5.000927227E0
1.994076068E3,5.308382341E1,8.798169332E0,5.053369808E0,3.668944470E0,2.410510627E2,4.983951993E0,4.983951993E0
1.995076054E3,5.308380102E1,8.798106577E0,5.273225442E0,3.645834337E0,2.431871292E2,4.977706884E0,4.977706884E0
